District_Name,Season,Area,Production,Crop
CHIKBALLAPUR,Whole Year ,2087,18624,Coconut 
CHIKMAGALUR,Whole Year ,41329,238089,Coconut 
CHITRADURGA,Whole Year ,38729,297915,Coconut 
DAKSHIN KANNAD,Whole Year ,18407,282127,Coconut 
DAVANGERE,Whole Year ,11863,164139,Coconut 
DHARWAD,Whole Year ,318,2838,Coconut 
GADAG,Whole Year ,184,1642,Coconut 
GULBARGA,Whole Year ,192,1713,Coconut 
HASSAN,Whole Year ,61019,382629,Coconut 
HAVERI,Whole Year ,1360,12136,Coconut 
KODAGU,Whole Year ,1586,14153,Coconut 
KOLAR,Whole Year ,2566,22899,Coconut 
KOPPAL,Whole Year ,812,7246,Coconut 
MANDYA,Whole Year ,27573,273682,Coconut 
MYSORE,Whole Year ,22352,197674,Coconut 
RAICHUR,Whole Year ,80,714,Coconut 
RAMANAGARA,Whole Year ,15056,167850,Coconut 
SHIMOGA,Whole Year ,5403,48216,Coconut 
TUMKUR,Whole Year ,149419,1283692,Coconut 
UDUPI,Whole Year ,17825,313547,Coconut 
UTTAR KANNAD,Whole Year ,7784,69463,Coconut 
YADGIR,Whole Year ,168,1499,Coconut 
ALAPPUZHA,Whole Year ,35161,218000000,Coconut 
ERNAKULAM,Whole Year ,43680,212000000,Coconut 
IDUKKI,Whole Year ,16655,75000000,Coconut 
KANNUR,Whole Year ,85807,533000000,Coconut 
KASARAGOD,Whole Year ,63791,705000000,Coconut 
KOLLAM,Whole Year ,52360,387000000,Coconut 
KOTTAYAM,Whole Year ,26529,140000000,Coconut 
KOZHIKODE,Whole Year ,123066,1001000000,Coconut 
MALAPPURAM,Whole Year ,103691,933000000,Coconut 
PALAKKAD,Whole Year ,60687,442000000,Coconut 
PATHANAMTHITTA,Whole Year ,15803,92000000,Coconut 
THIRUVANANTHAPURAM,Whole Year ,73079,665000000,Coconut 
THRISSUR,Whole Year ,83221,485000000,Coconut 
WAYANAD,Whole Year ,10326,59000000,Coconut 
KARAIKAL,Whole Year ,192,1843000,Coconut 
PONDICHERRY,Whole Year ,1050,19950000,Coconut 
YANAM,Whole Year ,284,3408000,Coconut 
KHAMMAM,Kharif     ,437,9222,Coconut 
RANGAREDDI,Kharif     ,2,42,Coconut 
ANANTAPUR,Kharif     ,73734,103779,Cotton(lint)
ANANTAPUR,Rabi       ,884,1244,Cotton(lint)
CHITTOOR,Kharif     ,308,723,Cotton(lint)
CHITTOOR,Rabi       ,545,1278,Cotton(lint)
EAST GODAVARI,Kharif     ,22433,47597,Cotton(lint)
GUNTUR,Kharif     ,206374,1075856,Cotton(lint)
GUNTUR,Rabi       ,22,115,Cotton(lint)
KADAPA,Kharif     ,34346,57550,Cotton(lint)
KADAPA,Rabi       ,1246,2088,Cotton(lint)
KRISHNA,Kharif     ,55571,261650,Cotton(lint)
KURNOOL,Kharif     ,306058,809620,Cotton(lint)
KURNOOL,Rabi       ,2,6,Cotton(lint)
PRAKASAM,Kharif     ,71520,252407,Cotton(lint)
PRAKASAM,Rabi       ,651,2298,Cotton(lint)
SPSR NELLORE,Kharif     ,6615,20463,Cotton(lint)
SPSR NELLORE,Rabi       ,2872,8885,Cotton(lint)
SRIKAKULAM,Kharif     ,9563,42122,Cotton(lint)
VISAKHAPATANAM,Kharif     ,2840,12510,Cotton(lint)
VIZIANAGARAM,Kharif     ,15698,37286,Cotton(lint)
WEST GODAVARI,Kharif     ,9795,13807,Cotton(lint)
BAKSA,Kharif     ,11,5,Cotton(lint)
BARPETA,Kharif     ,5,3,Cotton(lint)
BONGAIGAON,Kharif     ,2,1,Cotton(lint)
CACHAR,Kharif     ,96,35,Cotton(lint)
CHIRANG,Kharif     ,24,10,Cotton(lint)
DARRANG,Kharif     ,2,1,Cotton(lint)
DHEMAJI,Kharif     ,11,4,Cotton(lint)
DIBRUGARH,Kharif     ,1,1,Cotton(lint)
DIMA HASAO,Kharif     ,57,27,Cotton(lint)
GOALPARA,Kharif     ,9,3,Cotton(lint)
GOLAGHAT,Kharif     ,11,5,Cotton(lint)
HAILAKANDI,Kharif     ,10,4,Cotton(lint)
JORHAT,Kharif     ,15,6,Cotton(lint)
KAMRUP,Kharif     ,2,1,Cotton(lint)
KAMRUP METRO,Kharif     ,4,2,Cotton(lint)
KARBI ANGLONG,Kharif     ,567,280,Cotton(lint)
KARIMGANJ,Kharif     ,27,12,Cotton(lint)
KOKRAJHAR,Kharif     ,17,7,Cotton(lint)
LAKHIMPUR,Kharif     ,8,3,Cotton(lint)
MARIGAON,Kharif     ,4,2,Cotton(lint)
NAGAON,Kharif     ,14,7,Cotton(lint)
NALBARI,Kharif     ,1,1,Cotton(lint)
SIVASAGAR,Kharif     ,3,3,Cotton(lint)
SONITPUR,Kharif     ,10,4,Cotton(lint)
TINSUKIA,Kharif     ,1,1,Cotton(lint)
BALRAMPUR,Whole Year ,6,1,Cotton(lint)
BEMETARA,Whole Year ,23,29,Cotton(lint)
DURG,Whole Year ,30,45,Cotton(lint)
BAGALKOT,Kharif     ,3299,8996,Cotton(lint)
BAGALKOT,Rabi       ,210,334,Cotton(lint)
BAGALKOT,Summer     ,350,663,Cotton(lint)
BELGAUM,Kharif     ,39811,108785,Cotton(lint)
BELGAUM,Rabi       ,470,749,Cotton(lint)
BELGAUM,Summer     ,29,55,Cotton(lint)
BELLARY,Kharif     ,78646,242150,Cotton(lint)
BELLARY,Rabi       ,2687,4369,Cotton(lint)
BELLARY,Summer     ,1010,1913,Cotton(lint)
BIDAR,Kharif     ,291,794,Cotton(lint)
BIJAPUR,Kharif     ,14303,32450,Cotton(lint)
BIJAPUR,Rabi       ,224,357,Cotton(lint)
BIJAPUR,Summer     ,37,70,Cotton(lint)
CHAMARAJANAGAR,Kharif     ,15063,17592,Cotton(lint)
CHIKBALLAPUR,Kharif     ,67,183,Cotton(lint)
CHIKMAGALUR,Kharif     ,1843,3018,Cotton(lint)
CHITRADURGA,Kharif     ,28366,48504,Cotton(lint)
CHITRADURGA,Rabi       ,91,141,Cotton(lint)
CHITRADURGA,Summer     ,84,159,Cotton(lint)
DAVANGERE,Kharif     ,20325,29075,Cotton(lint)
DAVANGERE,Rabi       ,259,412,Cotton(lint)
DAVANGERE,Summer     ,130,246,Cotton(lint)
DHARWAD,Kharif     ,80222,167657,Cotton(lint)
DHARWAD,Rabi       ,16962,18388,Cotton(lint)
GADAG,Kharif     ,64795,198055,Cotton(lint)
GADAG,Rabi       ,33366,65817,Cotton(lint)
GULBARGA,Kharif     ,82637,338020,Cotton(lint)
HASSAN,Kharif     ,400,1091,Cotton(lint)
HAVERI,Kharif     ,105249,211727,Cotton(lint)
HAVERI,Rabi       ,244,281,Cotton(lint)
HAVERI,Summer     ,534,1012,Cotton(lint)
KOPPAL,Kharif     ,12128,36529,Cotton(lint)
KOPPAL,Rabi       ,10772,13182,Cotton(lint)
MANDYA,Kharif     ,5,14,Cotton(lint)
MYSORE,Kharif     ,48174,85874,Cotton(lint)
RAICHUR,Kharif     ,104970,302671,Cotton(lint)
RAMANAGARA,Kharif     ,1,3,Cotton(lint)
SHIMOGA,Kharif     ,849,2111,Cotton(lint)
TUMKUR,Kharif     ,1742,4507,Cotton(lint)
TUMKUR,Rabi       ,2,3,Cotton(lint)
TUMKUR,Summer     ,9,17,Cotton(lint)
UTTAR KANNAD,Kharif     ,1412,2612,Cotton(lint)
YADGIR,Kharif     ,103866,362752,Cotton(lint)
AHMEDNAGAR,Kharif     ,102600,96700,Cotton(lint)
AKOLA,Kharif     ,147000,122600,Cotton(lint)
AMRAVATI,Kharif     ,196500,196200,Cotton(lint)
AURANGABAD,Kharif     ,422600,244300,Cotton(lint)
BEED,Kharif     ,373300,167600,Cotton(lint)
BULDHANA,Kharif     ,174300,132500,Cotton(lint)
CHANDRAPUR,Kharif     ,123700,143900,Cotton(lint)
DHULE,Kharif     ,209900,258200,Cotton(lint)
GADCHIROLI,Kharif     ,4200,7600,Cotton(lint)
HINGOLI,Kharif     ,94700,85400,Cotton(lint)
JALGAON,Kharif     ,471100,768100,Cotton(lint)
JALNA,Kharif     ,294200,159100,Cotton(lint)
LATUR,Kharif     ,3800,2700,Cotton(lint)
NAGPUR,Kharif     ,111300,150200,Cotton(lint)
NANDED,Kharif     ,342300,176800,Cotton(lint)
NANDURBAR,Kharif     ,118600,101200,Cotton(lint)
NASHIK,Kharif     ,46000,44700,Cotton(lint)
OSMANABAD,Kharif     ,29300,23000,Cotton(lint)
PARBHANI,Kharif     ,273500,204800,Cotton(lint)
SANGLI,Kharif     ,1400,1400,Cotton(lint)
SATARA,Kharif     ,100,100,Cotton(lint)
SOLAPUR,Kharif     ,600,1200,Cotton(lint)
WARDHA,Kharif     ,207700,184600,Cotton(lint)
WASHIM,Kharif     ,20200,16800,Cotton(lint)
YAVATMAL,Kharif     ,421000,287400,Cotton(lint)
EAST GARO HILLS,Kharif     ,1809,1741,Cotton(lint)
NORTH GARO HILLS,Kharif     ,866,773,Cotton(lint)
SOUTH GARO HILLS,Kharif     ,203,258,Cotton(lint)
SOUTH WEST GARO HILLS,Kharif     ,448,625,Cotton(lint)
WEST GARO HILLS,Kharif     ,3979,5627,Cotton(lint)
DIMAPUR,Kharif     ,70,40,Cotton(lint)
PHEK,Kharif     ,50,30,Cotton(lint)
KARAIKAL,Summer     ,64,144,Cotton(lint)
PONDICHERRY,Summer     ,30,36,Cotton(lint)
BARNALA,Kharif     ,8000,31000,Cotton(lint)
BATHINDA,Kharif     ,139000,498000,Cotton(lint)
FARIDKOT,Kharif     ,10000,37000,Cotton(lint)
FAZILKA,Kharif     ,98000,251000,Cotton(lint)
FIROZEPUR,Kharif     ,1000,3000,Cotton(lint)
MANSA,Kharif     ,84000,251000,Cotton(lint)
MOGA,Kharif     ,1000,3000,Cotton(lint)
MUKTSAR,Kharif     ,66000,217000,Cotton(lint)
SANGRUR,Kharif     ,13000,51000,Cotton(lint)
ADILABAD,Kharif     ,304424,573033,Cotton(lint)
KARIMNAGAR,Kharif     ,214586,585694,Cotton(lint)
KHAMMAM,Kharif     ,157416,484286,Cotton(lint)
MAHBUBNAGAR,Kharif     ,237683,464509,Cotton(lint)
MEDAK,Kharif     ,133703,233587,Cotton(lint)
NALGONDA,Kharif     ,307792,505141,Cotton(lint)
NIZAMABAD,Kharif     ,15795,18861,Cotton(lint)
RANGAREDDI,Kharif     ,63469,110511,Cotton(lint)
WARANGAL,Kharif     ,228057,607705,Cotton(lint)
DHALAI,Kharif     ,340,561,Cotton(lint)
GOMATI,Kharif     ,103,154,Cotton(lint)
KHOWAI,Kharif     ,49,73,Cotton(lint)
NORTH TRIPURA,Kharif     ,286,373,Cotton(lint)
SEPAHIJALA,Kharif     ,10,15,Cotton(lint)
SOUTH TRIPURA,Kharif     ,39,56,Cotton(lint)
UNAKOTI,Kharif     ,64,97,Cotton(lint)
WEST TRIPURA,Kharif     ,13,18,Cotton(lint)
AGRA,Kharif     ,1571,462,Cotton(lint)
ALIGARH,Kharif     ,1721,544,Cotton(lint)
BAGHPAT,Kharif     ,4,1,Cotton(lint)
BULANDSHAHR,Kharif     ,224,67,Cotton(lint)
FIROZABAD,Kharif     ,21,6,Cotton(lint)
HATHRAS,Kharif     ,1173,333,Cotton(lint)
JHANSI,Kharif     ,73,22,Cotton(lint)
MATHURA,Kharif     ,1514,446,Cotton(lint)
MEERUT,Kharif     ,9,3,Cotton(lint)
SAHARANPUR,Kharif     ,7,2,Cotton(lint)
24 PARAGANAS SOUTH,Kharif     ,615,1574,Cotton(lint)
ANANTAPUR,Kharif     ,550794,148714,Groundnut
ANANTAPUR,Rabi       ,14957,24679,Groundnut
CHITTOOR,Kharif     ,122578,72811,Groundnut
CHITTOOR,Rabi       ,8830,23002,Groundnut
EAST GODAVARI,Kharif     ,27,44,Groundnut
EAST GODAVARI,Rabi       ,338,1099,Groundnut
GUNTUR,Kharif     ,804,1298,Groundnut
GUNTUR,Rabi       ,3839,19771,Groundnut
KADAPA,Kharif     ,15754,6963,Groundnut
KADAPA,Rabi       ,11588,15435,Groundnut
KRISHNA,Kharif     ,999,2690,Groundnut
KRISHNA,Rabi       ,845,1847,Groundnut
KURNOOL,Kharif     ,94160,67607,Groundnut
KURNOOL,Rabi       ,13725,31595,Groundnut
PRAKASAM,Kharif     ,2376,3835,Groundnut
PRAKASAM,Rabi       ,2590,9391,Groundnut
SPSR NELLORE,Kharif     ,4707,13297,Groundnut
SPSR NELLORE,Rabi       ,3742,13916,Groundnut
SRIKAKULAM,Kharif     ,3874,3882,Groundnut
SRIKAKULAM,Rabi       ,4852,9374,Groundnut
VISAKHAPATANAM,Kharif     ,1383,1481,Groundnut
VISAKHAPATANAM,Rabi       ,742,2413,Groundnut
VIZIANAGARAM,Kharif     ,6189,6344,Groundnut
VIZIANAGARAM,Rabi       ,2029,5056,Groundnut
WEST GODAVARI,Kharif     ,343,554,Groundnut
WEST GODAVARI,Rabi       ,2025,5425,Groundnut
BEGUSARAI,Kharif     ,10,10,Groundnut
GAYA,Kharif     ,103,105,Groundnut
MADHEPURA,Kharif     ,12,12,Groundnut
NALANDA,Kharif     ,50,51,Groundnut
NAWADA,Kharif     ,207,212,Groundnut
PASHCHIM CHAMPARAN,Kharif     ,166,170,Groundnut
SUPAUL,Kharif     ,26,27,Groundnut
BALODA BAZAR,Kharif     ,482,679,Groundnut
BALRAMPUR,Kharif     ,1514,2089,Groundnut
BEMETARA,Kharif     ,240,387,Groundnut
BIJAPUR,Kharif     ,13,15,Groundnut
BILASPUR,Kharif     ,1003,1295,Groundnut
DANTEWADA,Kharif     ,2,4,Groundnut
DHAMTARI,Kharif     ,6,8,Groundnut
GARIYABAND,Kharif     ,500,603,Groundnut
JANJGIR-CHAMPA,Kharif     ,806,1342,Groundnut
JASHPUR,Kharif     ,4181,6590,Groundnut
KABIRDHAM,Kharif     ,274,435,Groundnut
KONDAGAON,Kharif     ,17,24,Groundnut
KORBA,Kharif     ,294,366,Groundnut
KOREA,Kharif     ,226,245,Groundnut
MAHASAMUND,Kharif     ,5268,6936,Groundnut
MUNGELI,Kharif     ,763,986,Groundnut
RAIGARH,Kharif     ,7134,9796,Groundnut
RAIPUR,Kharif     ,21,29,Groundnut
SUKMA,Kharif     ,1,2,Groundnut
SURAJPUR,Kharif     ,3544,5058,Groundnut
SURGUJA,Kharif     ,2806,3873,Groundnut
NORTH GOA,Kharif     ,361,734,Groundnut
NORTH GOA,Rabi       ,1910,3577,Groundnut
BAGALKOT,Kharif     ,1406,1344,Groundnut
BAGALKOT,Summer     ,25540,26398,Groundnut
BANGALORE RURAL,Kharif     ,275,155,Groundnut
BANGALORE RURAL,Summer     ,23,20,Groundnut
BELGAUM,Kharif     ,33675,30904,Groundnut
BELGAUM,Summer     ,4050,3690,Groundnut
BELLARY,Kharif     ,47214,46513,Groundnut
BELLARY,Summer     ,7591,6844,Groundnut
BENGALURU URBAN,Kharif     ,84,61,Groundnut
BIDAR,Kharif     ,243,62,Groundnut
BIDAR,Summer     ,102,87,Groundnut
BIJAPUR,Kharif     ,19413,12633,Groundnut
BIJAPUR,Summer     ,22331,15168,Groundnut
CHAMARAJANAGAR,Kharif     ,13384,9333,Groundnut
CHIKBALLAPUR,Kharif     ,18166,9405,Groundnut
CHIKBALLAPUR,Summer     ,105,89,Groundnut
CHIKMAGALUR,Kharif     ,4762,3791,Groundnut
CHIKMAGALUR,Summer     ,92,121,Groundnut
CHITRADURGA,Kharif     ,118724,77034,Groundnut
CHITRADURGA,Summer     ,2111,1943,Groundnut
DAVANGERE,Kharif     ,14093,15089,Groundnut
DAVANGERE,Summer     ,3215,4465,Groundnut
DHARWAD,Kharif     ,26377,21525,Groundnut
DHARWAD,Summer     ,766,787,Groundnut
GADAG,Kharif     ,37259,29662,Groundnut
GADAG,Summer     ,6174,6692,Groundnut
GULBARGA,Kharif     ,649,235,Groundnut
GULBARGA,Summer     ,3447,2914,Groundnut
HASSAN,Kharif     ,739,538,Groundnut
HASSAN,Summer     ,75,64,Groundnut
HAVERI,Kharif     ,15918,20490,Groundnut
HAVERI,Summer     ,1676,1771,Groundnut
KODAGU,Kharif     ,60,44,Groundnut
KODAGU,Summer     ,11,9,Groundnut
KOLAR,Kharif     ,13160,5663,Groundnut
KOPPAL,Kharif     ,13360,10750,Groundnut
KOPPAL,Summer     ,21705,19197,Groundnut
MANDYA,Kharif     ,1176,824,Groundnut
MYSORE,Kharif     ,2567,1853,Groundnut
RAICHUR,Kharif     ,2847,1571,Groundnut
RAICHUR,Summer     ,30100,29081,Groundnut
RAMANAGARA,Kharif     ,3648,4332,Groundnut
RAMANAGARA,Summer     ,42,36,Groundnut
SHIMOGA,Kharif     ,249,181,Groundnut
SHIMOGA,Summer     ,19,16,Groundnut
TUMKUR,Kharif     ,86127,42056,Groundnut
TUMKUR,Summer     ,1884,2400,Groundnut
UDUPI,Rabi       ,1799,3647,Groundnut
UTTAR KANNAD,Kharif     ,149,109,Groundnut
UTTAR KANNAD,Rabi       ,1921,3779,Groundnut
UTTAR KANNAD,Summer     ,33,28,Groundnut
YADGIR,Kharif     ,3751,3225,Groundnut
YADGIR,Summer     ,39607,23140,Groundnut
PALAKKAD,Whole Year ,480,692,Groundnut
AHMEDNAGAR,Kharif     ,4300,2800,Groundnut
AHMEDNAGAR,Summer     ,1600,2300,Groundnut
AKOLA,Summer     ,3100,4400,Groundnut
AMRAVATI,Kharif     ,1100,500,Groundnut
AMRAVATI,Summer     ,4700,7200,Groundnut
AURANGABAD,Kharif     ,4100,900,Groundnut
BEED,Kharif     ,10800,2600,Groundnut
BEED,Summer     ,1600,1000,Groundnut
BULDHANA,Kharif     ,1100,600,Groundnut
BULDHANA,Summer     ,2700,3500,Groundnut
DHULE,Kharif     ,15100,9100,Groundnut
DHULE,Summer     ,5200,8500,Groundnut
HINGOLI,Summer     ,4400,4200,Groundnut
JALGAON,Kharif     ,2400,2100,Groundnut
JALGAON,Summer     ,2400,3100,Groundnut
JALNA,Kharif     ,800,300,Groundnut
KOLHAPUR,Kharif     ,51300,77700,Groundnut
KOLHAPUR,Summer     ,3100,6400,Groundnut
LATUR,Kharif     ,1700,400,Groundnut
LATUR,Summer     ,1500,1100,Groundnut
NAGPUR,Kharif     ,2500,600,Groundnut
NAGPUR,Summer     ,500,1200,Groundnut
NANDED,Kharif     ,100,155411,Groundnut
NANDED,Summer     ,5000,4300,Groundnut
NANDURBAR,Kharif     ,2000,1300,Groundnut
NANDURBAR,Summer     ,2400,2700,Groundnut
NASHIK,Kharif     ,19900,20100,Groundnut
NASHIK,Summer     ,100,200,Groundnut
OSMANABAD,Kharif     ,7100,1900,Groundnut
OSMANABAD,Summer     ,1900,800,Groundnut
PALGHAR,Kharif     ,200,200,Groundnut
PARBHANI,Summer     ,3100,2600,Groundnut
PUNE,Kharif     ,47700,43000,Groundnut
PUNE,Summer     ,8400,19100,Groundnut
RAIGAD,Summer     ,200,600,Groundnut
SANGLI,Kharif     ,30000,30500,Groundnut
SANGLI,Summer     ,1800,2400,Groundnut
SATARA,Kharif     ,38400,56200,Groundnut
SATARA,Summer     ,6800,17900,Groundnut
SINDHUDURG,Kharif     ,1200,1000,Groundnut
SINDHUDURG,Summer     ,2100,4000,Groundnut
SOLAPUR,Kharif     ,1800,1000,Groundnut
SOLAPUR,Summer     ,4000,5900,Groundnut
WARDHA,Kharif     ,200,100,Groundnut
WARDHA,Summer     ,5900,10200,Groundnut
WASHIM,Summer     ,800,900,Groundnut
YAVATMAL,Summer     ,9400,11500,Groundnut
DIMAPUR,Kharif     ,160,170,Groundnut
KIPHIRE,Kharif     ,30,30,Groundnut
KOHIMA,Kharif     ,80,80,Groundnut
LONGLENG,Kharif     ,20,20,Groundnut
MOKOKCHUNG,Kharif     ,130,140,Groundnut
MON,Kharif     ,40,40,Groundnut
PEREN,Kharif     ,60,60,Groundnut
PHEK,Kharif     ,60,60,Groundnut
TUENSANG,Kharif     ,90,90,Groundnut
WOKHA,Kharif     ,70,70,Groundnut
ZUNHEBOTO,Kharif     ,120,120,Groundnut
ANUGUL,Autumn     ,1829,2366.7,Groundnut
ANUGUL,Summer     ,210,335.2,Groundnut
ANUGUL,Winter     ,382,491.6,Groundnut
BALANGIR,Autumn     ,4266,5558.6,Groundnut
BALANGIR,Summer     ,64,76.9,Groundnut
BALESHWAR,Summer     ,1009,1629.5,Groundnut
BARGARH,Autumn     ,9595,8270.9,Groundnut
BARGARH,Summer     ,580,776,Groundnut
BHADRAK,Summer     ,69,74.9,Groundnut
BOUDH,Autumn     ,18,12.1,Groundnut
BOUDH,Summer     ,2,1.9,Groundnut
BOUDH,Winter     ,2,1.5,Groundnut
CUTTACK,Summer     ,1404,2186,Groundnut
DEOGARH,Autumn     ,65,112.5,Groundnut
DEOGARH,Summer     ,17,25.3,Groundnut
DHENKANAL,Autumn     ,121,139.9,Groundnut
DHENKANAL,Summer     ,1644,3312.7,Groundnut
DHENKANAL,Winter     ,9,17.3,Groundnut
GAJAPATI,Autumn     ,37,40.4,Groundnut
GAJAPATI,Summer     ,43,37.2,Groundnut
GANJAM,Autumn     ,1136,1305.3,Groundnut
GANJAM,Summer     ,1080,1637.3,Groundnut
GANJAM,Winter     ,29,67.6,Groundnut
JAGATSINGHAPUR,Summer     ,1621,2720,Groundnut
JAJAPUR,Summer     ,9900,11899.8,Groundnut
JHARSUGUDA,Autumn     ,171,408.7,Groundnut
JHARSUGUDA,Summer     ,58,94,Groundnut
KALAHANDI,Autumn     ,374,272.6,Groundnut
KALAHANDI,Summer     ,758,973.3,Groundnut
KALAHANDI,Winter     ,1056,967.3,Groundnut
KANDHAMAL,Autumn     ,159,165.4,Groundnut
KANDHAMAL,Winter     ,38,42,Groundnut
KENDRAPARA,Summer     ,800,1269.6,Groundnut
KENDUJHAR,Autumn     ,76,99.1,Groundnut
KENDUJHAR,Summer     ,27,32.8,Groundnut
KHORDHA,Summer     ,75,93.2,Groundnut
KORAPUT,Autumn     ,186,142.5,Groundnut
KORAPUT,Winter     ,7,8.1,Groundnut
MALKANGIRI,Summer     ,2045,4764.9,Groundnut
MALKANGIRI,Winter     ,57,104.7,Groundnut
MAYURBHANJ,Autumn     ,9,8.3,Groundnut
MAYURBHANJ,Summer     ,995,1354.2,Groundnut
MAYURBHANJ,Winter     ,84,78.8,Groundnut
NABARANGPUR,Autumn     ,684,548.6,Groundnut
NABARANGPUR,Summer     ,19,18.8,Groundnut
NABARANGPUR,Winter     ,11,12.4,Groundnut
NAYAGARH,Autumn     ,21,14.3,Groundnut
NAYAGARH,Summer     ,1,1.7,Groundnut
NUAPADA,Autumn     ,1118,1010.7,Groundnut
NUAPADA,Summer     ,239,427.6,Groundnut
NUAPADA,Winter     ,127,58.3,Groundnut
PURI,Summer     ,3250,4270.5,Groundnut
RAYAGADA,Autumn     ,211,165.2,Groundnut
RAYAGADA,Summer     ,79,122.5,Groundnut
RAYAGADA,Winter     ,24,17.1,Groundnut
SAMBALPUR,Autumn     ,39,27.9,Groundnut
SAMBALPUR,Summer     ,63,124.4,Groundnut
SONEPUR,Autumn     ,48,63.7,Groundnut
SONEPUR,Summer     ,147,192.6,Groundnut
SUNDARGARH,Autumn     ,356,444.3,Groundnut
SUNDARGARH,Summer     ,208,387.1,Groundnut
SUNDARGARH,Winter     ,90,69,Groundnut
KARAIKAL,Summer     ,2,3,Groundnut
PONDICHERRY,Kharif     ,8,24,Groundnut
PONDICHERRY,Rabi       ,335,1005,Groundnut
PONDICHERRY,Summer     ,14,27,Groundnut
HOSHIARPUR,Kharif     ,14000,26000,Groundnut
ADILABAD,Rabi       ,981,1877,Groundnut
KARIMNAGAR,Kharif     ,25,19,Groundnut
KARIMNAGAR,Rabi       ,6947,14366,Groundnut
KHAMMAM,Kharif     ,351,552,Groundnut
KHAMMAM,Rabi       ,4024,7662,Groundnut
MAHBUBNAGAR,Kharif     ,6335,11384,Groundnut
MAHBUBNAGAR,Rabi       ,91063,186588,Groundnut
MEDAK,Kharif     ,35,31,Groundnut
MEDAK,Rabi       ,771,922,Groundnut
NALGONDA,Kharif     ,2563,2732,Groundnut
NALGONDA,Rabi       ,11809,15210,Groundnut
NIZAMABAD,Kharif     ,22,38,Groundnut
NIZAMABAD,Rabi       ,861,2468,Groundnut
RANGAREDDI,Kharif     ,7,6,Groundnut
RANGAREDDI,Rabi       ,6172,9857,Groundnut
WARANGAL,Kharif     ,3064,6771,Groundnut
WARANGAL,Rabi       ,19768,34752,Groundnut
DHALAI,Kharif     ,115,122,Groundnut
DHALAI,Rabi       ,214,256,Groundnut
GOMATI,Kharif     ,7,7,Groundnut
GOMATI,Rabi       ,30,30,Groundnut
KHOWAI,Kharif     ,16,18,Groundnut
KHOWAI,Rabi       ,26,27,Groundnut
NORTH TRIPURA,Kharif     ,23,28,Groundnut
NORTH TRIPURA,Rabi       ,47,50,Groundnut
SEPAHIJALA,Kharif     ,4,4,Groundnut
SEPAHIJALA,Rabi       ,5,4,Groundnut
SOUTH TRIPURA,Kharif     ,35,39,Groundnut
SOUTH TRIPURA,Rabi       ,92,98,Groundnut
UNAKOTI,Kharif     ,6,6,Groundnut
UNAKOTI,Rabi       ,35,33,Groundnut
WEST TRIPURA,Kharif     ,43,44,Groundnut
WEST TRIPURA,Rabi       ,37,35,Groundnut
ALIGARH,Kharif     ,11,10,Groundnut
AMROHA,Kharif     ,1,1,Groundnut
AURAIYA,Kharif     ,29,25,Groundnut
AZAMGARH,Kharif     ,62,54,Groundnut
BAHRAICH,Kharif     ,1539,1330,Groundnut
BALLIA,Kharif     ,38,33,Groundnut
BALRAMPUR,Kharif     ,8,7,Groundnut
BANDA,Kharif     ,946,1119,Groundnut
BARABANKI,Kharif     ,224,113,Groundnut
BAREILLY,Kharif     ,359,482,Groundnut
BASTI,Kharif     ,2,2,Groundnut
BIJNOR,Kharif     ,1073,1327,Groundnut
BUDAUN,Kharif     ,375,347,Groundnut
BULANDSHAHR,Kharif     ,1,1,Groundnut
CHITRAKOOT,Kharif     ,18,8,Groundnut
DEORIA,Kharif     ,1914,2237,Groundnut
ETAH,Kharif     ,855,739,Groundnut
ETAWAH,Kharif     ,140,121,Groundnut
FARRUKHABAD,Kharif     ,738,638,Groundnut
FATEHPUR,Kharif     ,209,181,Groundnut
FIROZABAD,Kharif     ,152,300,Groundnut
GHAZIPUR,Kharif     ,119,103,Groundnut
GORAKHPUR,Kharif     ,3042,3258,Groundnut
HAMIRPUR,Kharif     ,197,90,Groundnut
HARDOI,Kharif     ,7247,6892,Groundnut
JALAUN,Kharif     ,17,15,Groundnut
JHANSI,Kharif     ,30159,27234,Groundnut
KANNAUJ,Kharif     ,1134,980,Groundnut
KANPUR NAGAR,Kharif     ,98,85,Groundnut
KASGANJ,Kharif     ,110,95,Groundnut
KAUSHAMBI,Kharif     ,20,17,Groundnut
KHERI,Kharif     ,6959,5637,Groundnut
KUSHI NAGAR,Kharif     ,429,512,Groundnut
LALITPUR,Kharif     ,10706,7815,Groundnut
LUCKNOW,Kharif     ,60,51,Groundnut
MAHARAJGANJ,Kharif     ,1154,1800,Groundnut
MAHOBA,Kharif     ,11609,4609,Groundnut
MAINPURI,Kharif     ,804,1588,Groundnut
MAU,Kharif     ,542,468,Groundnut
MIRZAPUR,Kharif     ,143,234,Groundnut
PILIBHIT,Kharif     ,342,383,Groundnut
RAE BARELI,Kharif     ,1120,454,Groundnut
RAMPUR,Kharif     ,60,74,Groundnut
SAHARANPUR,Kharif     ,3840,3886,Groundnut
SAMBHAL,Kharif     ,5,6,Groundnut
SANT KABEER NAGAR,Kharif     ,818,707,Groundnut
SHAHJAHANPUR,Kharif     ,3661,4093,Groundnut
SHRAVASTI,Kharif     ,159,137,Groundnut
SIDDHARTH NAGAR,Kharif     ,30,26,Groundnut
